date,temperature_2m,relative_humidity_2m,solar_radiation,wind_speed_10m
2019-04-05,23.93,79.52,5.8438,2.43
2019-04-06,24.9,78.9,5.5769,2.47
2019-04-07,23.89,84.88,5.2188,2.19
2019-04-08,24.13,85.72,3.1507,2.26
2019-04-09,24.8,82.94,4.1503,2.26
2019-04-10,24.99,80.64,5.5862,2.11
2019-04-11,26.02,78.88,6.1046,1.89
2019-04-12,26.14,75.42,6.6773,2.63
2019-04-13,25.14,74.85,7.3975,3.35
2019-04-14,24.69,75.73,6.439,2.84
2019-04-15,24.99,72.97,7.0668,2.53
2019-04-16,25.5,72.71,7.0968,2.62
2019-04-17,25.42,68.93,7.0402,1.77
2019-04-18,25.55,72.81,6.617,1.79
2019-04-19,25.24,75.62,6.8592,2.3
2019-04-20,25.07,76.07,7.0099,2.58
2019-04-21,25.66,75.96,6.564,2.58
2019-04-22,25.34,76.57,6.6977,3.41
2019-04-23,25.27,73.95,6.7246,3.17
2019-04-24,25.42,74.65,7.2014,3.45
2019-04-25,25.7,76.26,6.0746,3.44
2019-04-26,25.99,76.66,5.1334,3.34
2019-04-27,25.2,75.33,6.4658,3.37
2019-04-28,25.98,75.07,5.4674,2.89
2019-04-29,25.2,77.45,6.3194,2.65
2019-04-30,25.25,81.39,6.3778,1.78
2019-05-01,23.8,91.57,5.8123,1.79
2019-05-02,25.52,79.56,6.168,1.82
2019-05-03,25.09,73.71,6.3792,1.1
2019-05-04,25.86,67.62,6.929,1.59
2019-05-05,25.65,70.54,6.8107,1.84
2019-05-06,26.15,70.26,7.1093,2.07
2019-05-07,25.88,71.68,6.9077,2.42
2019-05-08,26.72,70.23,6.551,2.01
2019-05-09,25.2,81.83,5.4043,1.6
2019-05-10,25.08,80.34,5.3599,1.32
2019-05-11,26.12,75.74,6.1114,1.41
2019-05-12,25.82,78.2,5.2366,1.5
2019-05-13,26.13,78.31,6.0768,1.76
2019-05-14,25.81,81.63,5.8906,1.77
2019-05-15,25.45,84.61,5.8061,1.43
2019-05-16,26.58,77.7,6.5441,1.33
2019-05-17,25.62,84.2,3.7224,1.78
2019-05-18,25.59,79.41,6.3955,1.46
2019-05-19,26.07,80.21,6.0223,1.07
2019-05-20,26.16,78.82,6.2902,1.74
2019-05-21,26.32,76.41,6.2002,1.57
2019-05-22,25.85,79.02,5.9448,1.61
2019-05-23,26.42,74.46,5.76,1.61
2019-05-24,25.95,79.98,5.526,1.37
2019-05-25,25.54,83.48,5.6273,1.39
2019-05-26,25.28,82.96,5.6328,1.37
2019-05-27,25.73,80.06,6.3449,0.96
2019-05-28,26.13,72.67,6.3502,2.05
2019-05-29,25.96,75.91,7.0056,2.48
2019-05-30,26.0,76.85,5.1521,1.92
2019-05-31,26.08,77.63,5.0074,2.22
2019-06-01,25.2,85.42,4.758,2.38
2019-06-02,25.85,78.97,4.3351,1.98
2019-06-03,25.0,80.26,5.5135,2.13
2019-06-04,24.73,79.72,5.4348,2.49
2019-06-05,23.77,84.73,4.4698,2.53
2019-06-06,24.91,82.7,6.1435,2.53
2019-06-07,25.13,82.16,5.8517,2.55
2019-06-08,25.36,83.67,5.2346,2.26
2019-06-09,24.8,87.46,4.7146,2.32
2019-06-10,24.51,88.36,5.6395,1.43
2019-06-11,25.49,84.54,5.9119,1.09
2019-06-12,25.68,85.63,5.2997,2.03
2019-06-13,26.09,82.22,5.7794,1.25
2019-06-14,25.19,87.76,4.255,1.97
2019-06-15,25.2,83.94,6.1169,1.5
2019-06-16,24.97,89.45,5.7629,1.45
2019-06-17,25.14,87.35,5.5572,1.91
2019-06-18,25.26,81.7,6.5182,1.91
2019-06-19,25.39,82.58,6.1106,1.48
2019-06-20,25.04,83.42,5.3059,1.46
2019-06-21,25.49,84.55,5.3354,1.48
2019-06-22,24.81,87.42,5.6887,1.25
2019-06-23,24.76,85.07,4.9994,1.46
2019-06-24,24.25,87.14,4.9164,1.95
2019-06-25,25.17,81.71,5.8742,1.9
2019-06-26,24.8,87.88,5.6875,2.24
2019-06-27,24.41,89.32,4.9241,2.08
2019-06-28,23.79,84.24,4.5494,2.07
2019-06-29,24.67,79.82,4.6145,1.78
2019-06-30,24.88,79.42,5.287,1.66
2019-07-01,24.75,80.86,4.0932,1.29
2019-07-02,23.0,91.82,4.5463,1.24
2019-07-03,24.1,84.98,5.0126,1.47
2019-07-04,23.99,84.75,5.1197,1.71
2019-07-05,23.78,87.37,4.9354,0.98
2019-07-06,24.02,85.78,4.3591,0.97
2019-07-07,25.76,76.9,6.0,0.96
2019-07-08,24.93,83.92,5.1343,1.27
2019-07-09,23.68,88.59,5.2486,1.21
2019-07-10,23.58,85.87,5.1199,0.94
2019-07-11,24.45,80.51,5.5987,1.24
2019-07-12,23.84,80.61,4.7815,1.27
2019-07-13,22.29,89.57,4.0862,1.83
2019-07-14,22.99,87.15,3.9946,2.23
2019-07-15,22.59,91.81,4.0699,3.04
2019-07-16,23.5,87.0,3.072,3.44
2019-07-17,24.02,82.06,3.6787,3.3
2019-07-18,24.9,78.22,6.8534,1.56
2019-07-19,25.46,80.89,6.1109,1.42
2019-07-20,25.71,80.4,5.5706,1.37
2019-07-21,25.12,79.01,5.5498,1.63
2019-07-22,24.85,83.92,4.9246,1.26
2019-07-23,23.75,88.0,4.4825,1.55
2019-07-24,23.64,90.0,3.953,1.85
2019-07-25,24.42,82.82,5.6167,2.08
2019-07-26,23.74,85.14,5.7782,1.63
2019-07-27,24.05,84.69,4.6469,1.83
2019-07-28,23.47,89.11,2.2318,1.99
2019-07-29,23.39,85.01,4.415,1.47
2019-07-30,23.21,89.73,5.586,2.62
2019-07-31,22.78,87.8,3.8018,2.31
2019-08-01,23.86,82.07,4.0963,1.83
2019-08-02,22.96,84.81,4.3313,2.76
2019-08-03,22.88,81.61,4.8689,3.05
2019-08-04,23.89,82.14,4.357,3.26
2019-08-05,24.32,81.55,5.0436,3.72
2019-08-06,23.88,85.42,4.6478,3.39
2019-08-07,24.21,82.99,4.926,3.58
2019-08-08,24.2,81.5,5.0918,3.67
2019-08-09,24.79,78.21,6.4224,3.34
2019-08-10,24.64,76.14,7.2794,2.4
2019-08-11,25.11,74.98,6.5359,1.91
2019-08-12,25.43,76.08,6.5014,2.11
2019-08-13,25.58,77.06,6.5278,1.97
2019-08-14,25.57,79.01,5.8922,1.3
2019-08-15,24.66,79.35,5.508,1.06
2019-08-16,24.14,86.32,5.2154,1.3
2019-08-17,23.1,91.38,5.4247,1.83
2019-08-18,24.2,81.02,5.0321,1.31
2019-08-19,24.15,82.85,5.9904,1.47
2019-08-20,24.16,84.56,5.4974,1.97
2019-08-21,22.57,87.5,4.5593,2.57
2019-08-22,23.06,85.36,4.5732,2.88
2019-08-23,24.03,81.58,5.2003,2.39
2019-08-24,24.56,81.97,5.6016,1.52
2019-08-25,23.94,88.32,4.9843,1.47
2019-08-26,23.19,89.74,3.1663,2.8
2019-08-27,23.35,88.66,4.0459,3.56
2019-08-28,24.52,85.91,4.9013,2.51
2019-08-29,24.16,83.39,5.9743,1.48
2019-08-30,23.58,85.33,6.095,1.77
2019-08-31,22.67,88.22,5.5553,1.97
2019-09-01,22.91,90.89,5.2649,2.73
2019-09-02,24.18,84.24,4.5103,2.45
2019-09-03,23.31,86.8,5.5778,1.62
2019-09-04,24.52,79.14,5.8421,1.44
2019-09-05,23.64,80.46,5.0254,1.5
2019-09-06,24.57,80.0,5.4302,1.85
2019-09-07,23.56,80.53,4.5732,1.95
2019-09-08,24.36,81.81,6.2784,1.7
2019-09-09,24.18,84.0,5.7886,1.78
2019-09-10,22.56,81.6,4.7054,3.07
2019-09-11,23.23,81.86,4.2566,4.37
2019-09-12,22.95,88.75,3.1363,4.28
2019-09-13,23.74,86.03,3.6502,4.2
2019-09-14,24.22,85.39,3.9818,3.22
2019-09-15,23.9,83.69,5.5567,2.27
2019-09-16,23.88,78.12,6.1015,2.12
2019-09-17,24.55,75.68,6.3067,1.69
2019-09-18,24.81,76.69,6.4022,1.89
2019-09-19,24.96,78.01,5.845,1.75
2019-09-20,25.05,78.91,5.9935,1.5
2019-09-21,25.1,80.26,5.6851,1.22
2019-09-22,25.77,77.94,6.4982,1.3
2019-09-23,25.55,78.25,5.7499,1.38
2019-09-24,25.35,75.08,6.5544,1.59
2019-09-25,25.64,77.46,6.3809,1.53
2019-09-26,25.54,81.88,5.9472,1.5
2019-09-27,25.54,80.1,6.1193,1.56
2019-09-28,25.08,82.08,5.1583,1.09
2019-09-29,25.29,82.58,5.7067,1.17
2019-09-30,25.09,79.19,5.6146,0.97
2019-10-01,24.77,82.83,5.502,1.28
2019-10-02,24.22,84.22,5.5296,1.92
2019-10-03,23.53,89.2,5.9436,1.38
2019-10-04,23.58,85.01,5.8212,1.53
2019-10-05,24.29,84.11,5.598,1.39
2019-10-06,24.8,84.26,6.4848,2.12
2019-10-07,25.09,79.37,6.4457,1.83
2019-10-08,24.47,85.82,5.8829,1.59
2019-10-09,24.03,89.84,6.2988,2.07
2019-10-10,23.99,87.57,5.1919,1.9
2019-10-11,23.96,84.42,5.0993,1.53
2019-10-12,24.1,80.49,5.2339,1.29
2019-10-13,24.01,85.11,5.1523,1.36
2019-10-14,23.61,90.14,5.4434,1.51
2019-10-15,23.85,87.83,5.7461,2.09
2019-10-16,24.73,84.05,5.6592,1.86
2019-10-17,25.17,84.77,5.0736,1.58
2019-10-18,24.67,89.16,5.4322,1.04
2019-10-19,25.32,80.87,6.0413,1.55
2019-10-20,25.32,80.44,6.0607,1.49
2019-10-21,25.22,84.09,5.7209,1.47
2019-10-22,25.18,81.94,5.9393,1.59
2019-10-23,25.28,80.12,5.4322,1.54
2019-10-24,24.49,81.82,6.0996,2.3
2019-10-25,24.51,84.45,6.0972,2.54
2019-10-26,24.32,87.02,5.3482,2.81
2019-10-27,24.09,86.11,4.4945,1.67
2019-10-28,24.96,81.17,5.8642,1.57
2019-10-29,23.86,87.91,4.9082,1.37
2019-10-30,24.13,86.99,4.9601,2.01
2019-10-31,23.24,88.51,4.735,2.17
2019-11-01,23.7,91.8,4.6872,1.67
2019-11-02,24.33,86.84,5.0246,1.98
2019-11-03,24.73,83.79,5.4994,1.52
2019-11-04,24.4,84.66,5.4521,1.84
2019-11-05,24.41,78.97,4.6582,1.84
2019-11-06,23.42,84.68,4.5209,2.58
2019-11-07,23.91,81.89,4.7162,2.24
2019-11-08,24.89,76.96,4.9212,1.39
2019-11-09,24.64,80.38,5.8512,1.8
2019-11-10,23.38,87.88,5.2973,2.62
2019-11-11,22.96,90.25,4.5653,2.7
2019-11-12,23.06,88.78,4.3361,2.54
2019-11-13,23.53,87.69,3.6977,2.26
2019-11-14,24.47,85.13,5.8334,2.39
2019-11-15,24.57,83.26,5.9849,2.02
2019-11-16,24.06,78.57,6.0518,1.94
2019-11-17,24.31,84.21,4.7614,1.63
2019-11-18,24.34,85.22,5.1084,1.34
2019-11-19,24.01,84.33,5.3904,1.5
2019-11-20,24.14,86.24,5.405,1.08
2019-11-21,24.65,84.48,5.5462,0.94
2019-11-22,24.3,85.22,5.2039,1.81
2019-11-23,24.46,83.25,5.5867,2.19
2019-11-24,24.25,83.62,4.8533,2.23
2019-11-25,24.86,79.28,5.0033,1.63
2019-11-26,24.64,81.98,4.685,1.9
2019-11-27,23.59,85.82,3.3355,2.17
2019-11-28,24.0,86.36,5.2258,2.52
2019-11-29,23.88,88.26,3.5184,2.93
2019-11-30,23.28,86.1,5.2378,3.51
2019-12-01,22.72,83.23,5.2068,2.79
2019-12-02,23.19,84.08,3.373,3.92
2019-12-03,24.86,82.01,4.2511,1.97
2019-12-04,24.55,87.85,5.2836,1.64
2019-12-05,24.8,85.37,5.131,1.82
2019-12-06,24.47,83.98,5.167,1.52
2019-12-07,23.9,88.08,4.7299,1.88
2019-12-08,24.1,87.04,4.9512,2.25
2019-12-09,24.15,85.28,4.2466,1.75
2019-12-10,23.55,81.65,4.614,2.36
2019-12-11,23.25,81.95,5.3143,2.4
2019-12-12,23.23,85.96,4.3008,2.64
2019-12-13,23.51,88.73,4.291,2.91
2019-12-14,23.99,88.36,4.1803,3.31
2019-12-15,23.9,88.65,3.5585,3.64
2019-12-16,24.02,87.26,4.0205,3.91
2019-12-17,23.47,88.89,2.832,3.3
2019-12-18,22.65,86.05,4.9157,3.11
2019-12-19,22.64,89.87,4.176,2.84
2019-12-20,22.92,92.52,4.1515,3.07
2019-12-21,22.7,89.61,3.6041,2.93
2019-12-22,22.35,88.24,4.1338,2.45
2019-12-23,23.11,84.6,5.2486,2.53
2019-12-24,22.49,88.68,2.4689,2.54
2019-12-25,24.0,82.81,4.8972,1.9
2019-12-26,24.31,86.18,5.369,1.23
2019-12-27,24.13,89.03,3.6245,2.59
2019-12-28,22.91,84.46,5.4439,3.48
2019-12-29,21.87,83.61,5.5711,3.38
2019-12-30,22.21,83.37,5.4722,3.34
2019-12-31,22.73,84.05,5.4134,4.04
2020-01-01,23.11,84.32,5.4528,4.46
2020-01-02,23.21,86.86,4.662,3.96
2020-01-03,22.79,86.29,3.5827,3.7
2020-01-04,22.47,82.86,5.5615,3.63
2020-01-05,22.73,83.5,5.6318,3.81
2020-01-06,22.98,85.66,4.9997,3.29
2020-01-07,23.01,86.27,4.3759,2.79
2020-01-08,23.34,83.41,5.3693,2.9
2020-01-09,24.18,86.17,3.4027,3.39
2020-01-10,23.67,84.84,5.4991,3.01
2020-01-11,23.88,85.64,4.6574,2.91
2020-01-12,22.96,88.91,3.2297,2.7
2020-01-13,22.96,91.57,4.7206,2.12
2020-01-14,24.15,86.27,4.681,1.83
2020-01-15,24.1,84.8,5.5058,1.79
2020-01-16,24.76,84.91,5.1113,2.36
2020-01-17,23.86,79.99,5.9462,2.97
2020-01-18,23.42,80.71,6.0619,2.56
2020-01-19,23.72,81.18,6.2582,2.63
2020-01-20,23.65,82.79,3.983,4.01
2020-01-21,21.62,81.37,5.9938,3.63
2020-01-22,22.3,84.39,5.5574,3.53
2020-01-23,23.67,84.44,5.1938,3.13
2020-01-24,24.73,83.18,5.3314,3.46
2020-01-25,25.35,83.14,5.1158,3.05
2020-01-26,25.75,81.04,5.6659,2.08
2020-01-27,25.69,79.1,5.8003,1.45
2020-01-28,24.8,84.15,5.8159,1.88
2020-01-29,24.37,81.68,6.0216,2.12
2020-01-30,23.85,80.18,5.364,1.98
2020-01-31,23.18,79.31,6.3574,2.39
2020-02-01,23.07,82.18,5.7698,3.7
2020-02-02,22.66,81.97,4.6802,4.09
2020-02-03,21.94,80.18,5.8375,3.58
2020-02-04,22.24,79.23,5.7206,2.99
2020-02-05,23.83,82.81,5.0316,2.43
2020-02-06,24.42,89.26,2.892,3.04
2020-02-07,24.5,85.04,4.6663,3.35
2020-02-08,23.76,81.56,4.6846,3.5
2020-02-09,22.73,80.58,6.3518,3.31
2020-02-10,23.61,83.17,3.7874,4.16
2020-02-11,22.73,82.75,5.3086,4.01
2020-02-12,22.87,80.19,5.911,3.44
2020-02-13,23.79,84.09,3.8911,2.76
2020-02-14,24.05,82.74,4.5756,3.98
2020-02-15,23.44,78.74,6.1471,3.29
2020-02-16,23.78,80.25,6.4505,2.75
2020-02-17,23.62,81.47,3.9317,3.51
2020-02-18,22.65,81.3,4.9615,3.87
2020-02-19,22.83,79.71,5.5954,3.77
2020-02-20,22.68,79.43,6.5153,4.22
2020-02-21,22.32,78.37,6.5873,4.33
2020-02-22,22.52,77.51,6.4918,3.4
2020-02-23,23.16,77.05,6.7294,3.44
2020-02-24,24.21,77.61,6.1418,4.15
2020-02-25,24.52,78.62,4.6159,3.93
2020-02-26,23.62,76.29,6.2448,3.77
2020-02-27,24.01,81.79,4.421,3.43
2020-02-28,24.24,82.48,5.0832,3.36
2020-02-29,24.01,82.14,4.1117,3.86
2020-03-01,24.42,79.7,5.4406,2.99
2020-03-02,24.59,79.79,5.7355,3.55
2020-03-03,23.4,76.75,6.9413,3.64
2020-03-04,24.36,78.76,6.3797,2.97
2020-03-05,24.28,87.34,3.5227,2.39
2020-03-06,23.13,91.89,3.4826,3.33
2020-03-07,24.48,84.55,5.4276,3.47
2020-03-08,25.08,79.06,5.645,2.16
2020-03-09,24.59,76.33,6.7889,2.15
2020-03-10,23.76,75.56,7.0301,2.43
2020-03-11,23.23,74.08,6.8597,3.1
2020-03-12,23.18,77.23,7.0037,4.26
2020-03-13,23.91,77.65,6.7853,3.16
2020-03-14,23.7,78.34,6.6595,2.84
2020-03-15,23.23,75.97,6.696,2.93
2020-03-16,23.58,76.32,6.935,3.29
2020-03-17,24.53,78.23,5.5495,3.49
2020-03-18,24.46,78.83,5.9844,3.74
2020-03-19,24.64,74.63,7.0123,2.85
2020-03-20,24.84,71.87,6.6382,2.83
2020-03-21,24.9,78.41,5.6758,3.32
2020-03-22,25.02,77.29,5.7787,3.3
2020-03-23,23.69,73.81,6.3888,2.73
2020-03-24,22.8,85.18,4.9536,3.07
2020-03-25,23.03,77.09,6.8047,3.44
2020-03-26,24.77,81.32,4.8098,3.4
2020-03-27,24.9,79.01,6.1222,3.64
2020-03-28,24.5,77.6,5.1703,3.35
2020-03-29,24.51,76.36,6.6809,2.73
2020-03-30,24.87,77.03,6.2719,3.21
2020-03-31,24.54,73.28,7.0742,3.17
2020-04-01,24.26,75.02,7.3308,3.28
2020-04-02,24.74,72.99,6.583,3.14
2020-04-03,24.86,78.4,6.4877,3.27
2020-04-04,24.22,73.64,7.193,3.37
2020-04-05,24.58,74.39,7.0318,2.95
2020-04-06,25.04,71.47,7.0126,2.69
2020-04-07,25.24,70.24,7.1633,2.32
2020-04-08,25.12,67.86,7.3044,2.28
2020-04-09,24.24,78.9,5.4298,2.78
2020-04-10,24.75,72.61,6.9828,3.25
2020-04-11,24.43,70.93,7.6099,2.94
2020-04-12,24.98,66.06,7.2312,1.87
2020-04-13,25.03,65.94,7.3637,1.89
2020-04-14,25.48,65.75,6.9835,2.33
2020-04-15,26.3,67.98,5.9849,1.86
2020-04-16,26.3,73.04,6.8693,2.41
2020-04-17,25.89,73.64,6.2851,3.38
2020-04-18,25.69,73.24,5.185,3.68
2020-04-19,24.82,83.94,3.4315,2.97
2020-04-20,25.71,81.76,5.8771,2.5
2020-04-21,25.68,77.97,6.4243,3.0
2020-04-22,25.39,75.47,6.5899,2.9
2020-04-23,25.24,71.24,5.7828,2.58
2020-04-24,26.22,77.21,6.4169,3.53
2020-04-25,25.9,74.88,6.593,3.78
2020-04-26,25.62,76.91,6.0655,3.27
2020-04-27,25.18,77.2,6.1426,3.37
2020-04-28,24.8,75.35,5.8519,3.16
2020-04-29,25.11,74.6,5.4185,2.78
2020-04-30,24.46,80.95,3.1481,2.76
2020-05-01,24.91,79.0,5.3916,2.43
2020-05-02,24.57,84.42,4.7712,1.95
2020-05-03,24.26,87.28,1.9514,1.66
2020-05-04,26.34,79.72,5.5351,1.47
2020-05-05,26.86,77.86,6.625,1.14
2020-05-06,26.69,80.11,6.3713,1.31
2020-05-07,26.18,77.99,6.7961,1.82
2020-05-08,27.0,74.65,6.6466,2.31
2020-05-09,26.58,76.23,6.2741,2.48
2020-05-10,26.04,80.19,5.6578,2.08
2020-05-11,26.45,77.57,5.4662,2.22
2020-05-12,24.82,87.28,5.1007,1.78
2020-05-13,25.07,83.18,5.4732,1.64
2020-05-14,26.25,78.21,4.8648,1.38
2020-05-15,25.76,82.35,4.9994,1.63
2020-05-16,25.39,85.25,5.0438,1.89
2020-05-17,26.05,80.61,5.7257,2.72
2020-05-18,26.39,80.24,4.9608,1.92
2020-05-19,26.3,79.32,5.4677,1.65
2020-05-20,25.55,78.47,4.8953,1.89
2020-05-21,25.6,80.75,5.945,1.83
2020-05-22,25.89,79.41,4.4587,1.82
2020-05-23,26.07,78.7,5.3875,0.51
2020-05-24,26.61,75.27,6.3178,1.61
2020-05-25,26.35,76.58,6.0473,1.83
2020-05-26,26.32,74.43,5.8577,1.48
2020-05-27,26.43,76.09,6.0274,1.64
2020-05-28,25.93,78.04,5.2411,1.45
2020-05-29,25.75,76.47,5.6189,1.4
2020-05-30,25.67,78.52,5.969,1.41
2020-05-31,25.45,79.46,4.1909,2.06
2020-06-01,25.26,80.97,5.6038,2.26
2020-06-02,25.78,78.78,4.7861,2.02
2020-06-03,25.67,80.99,6.4325,1.21
2020-06-04,25.95,78.75,5.9767,1.58
2020-06-05,26.17,76.16,6.3386,1.87
2020-06-06,26.13,76.2,5.472,1.5
2020-06-07,25.86,77.38,4.7698,1.06
2020-06-08,25.62,76.76,4.9622,0.85
2020-06-09,24.17,88.47,5.1442,1.89
2020-06-10,23.8,90.04,3.6384,2.59
2020-06-11,24.23,84.69,5.4475,2.08
2020-06-12,24.69,78.87,4.3411,1.13
2020-06-13,24.52,82.97,6.0466,2.03
2020-06-14,23.68,86.71,4.1724,2.71
2020-06-15,24.11,84.65,4.5022,2.44
2020-06-16,24.13,84.67,6.0338,1.99
2020-06-17,24.35,80.87,5.2766,1.02
2020-06-18,23.86,88.84,4.0826,1.09
2020-06-19,24.61,85.9,5.047,1.38
2020-06-20,24.19,84.43,5.6342,2.34
2020-06-21,25.08,81.22,5.4727,1.32
2020-06-22,25.42,81.75,5.7521,1.55
2020-06-23,25.04,82.78,5.623,1.75
2020-06-24,24.77,83.29,5.2421,2.38
2020-06-25,25.01,80.31,4.2067,1.66
2020-06-26,24.22,86.94,4.6862,1.5
2020-06-27,23.99,84.54,4.2612,1.31
2020-06-28,23.93,82.82,5.2577,1.13
2020-06-29,23.6,88.14,4.2377,1.78
2020-06-30,24.12,85.54,5.964,1.28
2020-07-01,24.16,85.66,5.7408,1.86
2020-07-02,24.44,80.02,5.4257,1.2
2020-07-03,24.03,85.83,4.3034,1.38
2020-07-04,24.14,84.68,5.6652,1.17
2020-07-05,24.32,80.68,3.9341,1.64
2020-07-06,23.94,82.71,5.4377,2.27
2020-07-07,24.14,81.89,5.3333,1.84
2020-07-08,24.49,84.0,4.5545,1.1
2020-07-09,24.92,82.06,5.9126,0.58
2020-07-10,24.93,79.98,5.6724,0.99
2020-07-11,24.62,82.14,5.2618,0.92
2020-07-12,23.63,88.32,5.6155,2.12
2020-07-13,23.95,83.08,5.6863,1.19
2020-07-14,24.94,80.09,5.8946,1.64
2020-07-15,24.79,81.53,5.4077,1.87
2020-07-16,24.87,81.08,6.0994,1.78
2020-07-17,25.01,79.63,4.8346,1.57
2020-07-18,23.6,86.44,5.7816,2.25
2020-07-19,24.56,83.53,4.5139,1.17
2020-07-20,24.99,84.96,5.5169,1.49
2020-07-21,25.05,82.34,2.7425,1.58
2020-07-22,25.03,80.25,5.7499,1.53
2020-07-23,24.88,80.34,5.5402,1.51
2020-07-24,24.86,81.15,5.1828,1.01
2020-07-25,23.27,91.11,5.6801,1.5
2020-07-26,24.48,84.12,4.5108,0.86
2020-07-27,24.51,83.08,4.6169,0.91
2020-07-28,23.88,87.63,5.3777,1.94
2020-07-29,24.35,84.18,5.9873,2.06
2020-07-30,24.14,86.4,5.2322,1.61
2020-07-31,23.84,88.11,4.3987,1.35
2020-08-01,23.29,88.52,4.0109,1.56
2020-08-02,23.28,87.91,4.6646,2.11
2020-08-03,23.45,87.42,4.0162,2.16
2020-08-04,23.89,85.78,5.2236,2.24
2020-08-05,23.55,89.62,4.7582,2.18
2020-08-06,24.97,81.04,5.4029,1.15
2020-08-07,24.46,81.23,4.2192,1.73
2020-08-08,24.93,80.07,5.7874,1.54
2020-08-09,24.71,82.78,5.7319,1.2
2020-08-10,23.98,85.4,4.8936,1.42
2020-08-11,24.43,81.54,6.3238,1.39
2020-08-12,23.64,87.13,5.1998,1.97
2020-08-13,23.32,87.33,5.3551,1.64
2020-08-14,24.22,82.39,6.6458,1.58
2020-08-15,24.58,84.14,6.4284,1.45
2020-08-16,24.83,86.25,5.874,1.46
2020-08-17,24.41,88.48,5.0249,1.63
2020-08-18,23.09,92.77,5.1816,2.64
2020-08-19,23.27,87.78,4.2667,2.08
2020-08-20,23.89,88.91,5.3196,1.8
2020-08-21,24.72,83.33,6.5887,1.11
2020-08-22,24.43,77.24,2.8843,1.8
2020-08-23,24.72,75.2,6.5038,0.96
2020-08-24,25.45,79.78,6.4798,1.01
2020-08-25,25.68,79.62,6.9595,1.05
2020-08-26,25.15,81.57,6.2304,0.55
2020-08-27,24.18,87.11,4.1918,1.37
2020-08-28,24.36,85.0,5.4655,1.74
2020-08-29,24.58,85.47,5.6131,2.13
2020-08-30,24.09,82.26,5.4658,1.98
2020-08-31,25.35,75.03,5.7636,1.18
2020-09-01,25.0,81.53,6.1944,1.63
2020-09-02,24.92,80.77,5.5394,1.39
2020-09-03,25.16,80.71,6.0043,1.3
2020-09-04,25.24,84.14,5.6722,0.85
2020-09-05,24.79,87.3,6.0754,2.02
2020-09-06,24.65,88.39,5.2666,1.02
2020-09-07,24.76,84.68,4.8394,1.57
2020-09-08,24.64,82.03,5.6105,1.54
2020-09-09,24.67,85.27,5.9647,1.5
2020-09-10,23.19,89.53,3.7284,1.87
2020-09-11,24.94,82.4,5.9666,0.85
2020-09-12,24.69,84.1,5.5747,1.17
2020-09-13,24.92,81.61,5.4785,2.03
2020-09-14,24.61,82.95,4.823,1.72
2020-09-15,24.09,88.02,5.0174,2.88
2020-09-16,24.02,86.16,3.8362,2.19
2020-09-17,23.82,82.29,3.4445,1.04
2020-09-18,23.55,87.89,5.0302,1.77
2020-09-19,24.69,83.86,6.7555,2.24
2020-09-20,25.96,79.26,6.1258,1.22
2020-09-21,23.74,90.99,5.1079,1.8
2020-09-22,25.17,77.6,5.7499,1.48
2020-09-23,24.54,86.15,5.7593,1.28
2020-09-24,24.24,87.05,5.0297,1.97
2020-09-25,24.46,84.89,5.9098,1.6
2020-09-26,24.28,81.15,5.5846,1.53
2020-09-27,24.6,80.39,5.3203,1.56
2020-09-28,24.39,84.93,5.8534,1.93
2020-09-29,24.49,82.76,5.1252,1.07
2020-09-30,24.57,84.48,5.9578,1.52
2020-10-01,25.11,85.71,6.0823,1.18
2020-10-02,23.96,86.19,4.8758,1.62
2020-10-03,24.56,84.38,5.9314,1.78
2020-10-04,24.2,86.38,6.0617,1.71
2020-10-05,24.93,86.44,5.4847,1.26
2020-10-06,23.76,93.71,5.3455,1.8
2020-10-07,23.6,92.17,2.1794,1.9
2020-10-08,24.21,86.75,4.3618,1.32
2020-10-09,23.7,92.89,4.9642,1.42
2020-10-10,23.49,91.57,5.4216,1.43
2020-10-11,23.59,90.94,4.2048,2.03
2020-10-12,24.86,82.93,4.6315,1.57
2020-10-13,23.89,87.14,4.1676,1.33
2020-10-14,23.84,88.11,4.1462,1.61
2020-10-15,24.03,85.09,4.937,1.34
2020-10-16,23.84,84.42,4.8943,1.83
2020-10-17,23.65,87.82,4.6534,1.83
2020-10-18,23.69,87.68,4.3939,2.31
2020-10-19,24.16,85.37,4.2418,1.66
2020-10-20,23.83,90.41,4.0735,2.36
2020-10-21,24.79,83.13,4.8305,1.71
2020-10-22,24.82,80.12,5.495,1.34
2020-10-23,24.23,80.63,5.4758,1.5
2020-10-24,23.72,88.96,3.0209,2.82
2020-10-25,23.42,90.09,3.3377,2.19
2020-10-26,24.05,87.29,4.1844,2.06
2020-10-27,24.1,84.99,5.3052,1.28
2020-10-28,23.65,83.26,3.7615,1.36
2020-10-29,23.11,88.87,5.8116,1.97
2020-10-30,23.26,94.29,3.8599,2.03
2020-10-31,23.9,93.83,4.4513,1.93
2020-11-01,24.02,89.04,4.849,2.93
2020-11-02,24.09,86.44,3.961,2.28
2020-11-03,24.66,81.47,5.8356,1.2
2020-11-04,23.9,87.02,5.3986,1.33
2020-11-05,23.36,87.87,3.4433,1.54
2020-11-06,22.92,89.07,4.3042,2.06
2020-11-07,21.98,93.06,3.5095,2.29
2020-11-08,24.0,78.66,4.9222,1.24
