date,temperature_2m,relative_humidity_2m,solar_radiation,wind_speed_10m
2017-08-29,24.34,83.9,6.0142,2.04
2017-08-30,25.03,81.97,6.5023,2.43
2017-08-31,24.87,83.72,5.7588,1.92
2017-09-01,25.23,80.82,6.3418,0.91
2017-09-02,25.45,81.78,6.5827,1.12
2017-09-03,24.54,82.15,5.7862,1.46
2017-09-04,24.12,85.53,4.8991,1.49
2017-09-05,24.63,82.9,5.869,1.21
2017-09-06,24.86,85.07,6.5443,1.41
2017-09-07,25.22,82.38,5.694,1.59
2017-09-08,25.0,85.24,6.3379,1.7
2017-09-09,24.68,89.11,5.1053,2.04
2017-09-10,23.71,89.05,4.7767,2.02
2017-09-11,24.83,82.86,4.909,1.74
2017-09-12,24.52,86.13,5.7684,1.85
2017-09-13,24.54,83.94,4.5581,1.03
2017-09-14,23.98,89.23,4.6433,0.74
2017-09-15,23.19,91.64,5.4154,2.12
2017-09-16,24.63,80.04,5.4622,1.43
2017-09-17,25.19,81.24,5.4514,1.42
2017-09-18,24.43,85.33,4.7633,1.84
2017-09-19,24.71,83.88,5.1722,1.71
2017-09-20,23.95,86.61,5.6086,1.78
2017-09-21,23.46,89.66,3.8777,1.42
2017-09-22,22.8,93.29,3.642,1.96
2017-09-23,23.37,88.07,5.91,1.79
2017-09-24,23.58,85.21,4.7234,1.38
2017-09-25,24.0,81.08,4.4009,0.98
2017-09-26,24.58,84.52,5.0537,1.69
2017-09-27,24.84,84.36,5.5493,1.33
2017-09-28,23.98,88.31,5.2786,1.98
2017-09-29,23.42,87.7,4.7832,1.57
2017-09-30,24.03,86.72,5.0297,1.31
2017-10-01,24.61,84.82,5.7665,1.71
2017-10-02,23.95,85.97,5.3885,1.55
2017-10-03,23.92,90.07,5.3328,1.58
2017-10-04,23.9,88.74,5.3131,1.54
2017-10-05,24.77,85.63,5.5769,1.1
2017-10-06,23.93,87.86,5.293,1.41
2017-10-07,24.86,82.17,5.8027,1.28
2017-10-08,24.83,83.99,5.4278,0.95
2017-10-09,23.79,85.86,4.3265,1.04
2017-10-10,24.48,80.89,5.663,1.5
2017-10-11,24.11,87.74,5.8402,2.08
2017-10-12,24.8,88.6,5.1677,2.29
2017-10-13,25.37,84.35,4.261,1.76
2017-10-14,24.42,84.11,3.4922,1.37
2017-10-15,22.69,92.13,2.8471,3.42
2017-10-16,22.92,91.85,3.5153,3.89
2017-10-17,22.64,93.07,4.1174,3.13
2017-10-18,22.45,92.94,3.2887,4.4
2017-10-19,23.2,88.42,2.8164,4.74
2017-10-20,23.54,87.57,2.8128,5.93
2017-10-21,23.21,89.16,3.517,4.23
2017-10-22,23.43,87.96,4.7393,2.84
2017-10-23,23.94,87.58,5.5939,2.65
2017-10-24,23.05,89.1,4.0075,1.9
2017-10-25,23.15,91.31,4.5132,2.24
2017-10-26,22.61,88.34,4.9987,1.42
2017-10-27,23.87,82.92,5.2999,1.75
2017-10-28,23.96,85.49,5.3095,1.61
2017-10-29,23.63,85.69,4.5593,1.89
2017-10-30,23.43,86.71,5.43,1.98
2017-10-31,23.43,82.6,3.5407,1.31
2017-11-01,24.13,85.76,4.9922,1.23
2017-11-02,23.72,84.96,5.5685,1.76
2017-11-03,23.88,84.67,5.8541,2.24
2017-11-04,24.13,86.19,5.6131,1.58
2017-11-05,24.64,86.31,5.6518,2.5
2017-11-06,23.74,88.18,4.1016,2.46
2017-11-07,23.09,85.8,3.9842,1.39
2017-11-08,23.33,86.52,4.9123,1.92
2017-11-09,24.6,86.25,5.0609,1.01
2017-11-10,24.07,86.85,4.5492,1.73
2017-11-11,23.42,89.04,2.2589,2.17
2017-11-12,23.38,90.07,2.377,1.96
2017-11-13,24.46,87.07,5.4552,2.32
2017-11-14,24.47,86.51,4.932,1.87
2017-11-15,23.38,87.55,5.1115,2.56
2017-11-16,23.11,91.5,1.4006,2.8
2017-11-17,24.11,85.9,4.7599,2.41
2017-11-18,23.98,85.31,4.7383,1.98
2017-11-19,24.03,84.3,5.6242,2.26
2017-11-20,23.55,90.74,4.9598,2.53
2017-11-21,23.9,89.83,4.3956,2.33
2017-11-22,24.29,88.73,5.4377,2.65
2017-11-23,24.13,85.72,5.2594,2.76
2017-11-24,23.39,88.4,6.0773,3.55
2017-11-25,23.16,89.6,4.3267,3.08
2017-11-26,23.64,89.94,4.3039,2.92
2017-11-27,24.02,88.21,4.4364,3.42
2017-11-28,23.73,86.33,5.3616,3.02
2017-11-29,24.11,91.39,4.0699,3.0
2017-11-30,24.61,84.97,5.4439,2.05
2017-12-01,23.52,87.22,5.1559,2.28
2017-12-02,23.88,86.03,5.1192,2.24
2017-12-03,23.95,88.26,5.1089,2.26
2017-12-04,24.01,82.71,5.5922,2.07
2017-12-05,23.7,87.56,5.4607,1.99
2017-12-06,23.91,85.84,4.4652,1.96
2017-12-07,23.87,83.72,5.8253,2.1
2017-12-08,24.09,83.95,5.8586,1.24
2017-12-09,24.8,77.88,5.5795,1.22
2017-12-10,24.0,85.47,5.1648,1.67
2017-12-11,22.86,90.02,3.5239,1.3
2017-12-12,23.02,85.56,3.1738,1.66
2017-12-13,22.64,94.5,2.6726,2.45
2017-12-14,21.87,93.88,1.0368,4.86
2017-12-15,21.6,94.5,1.4998,5.01
2017-12-16,22.07,88.65,4.0267,5.17
2017-12-17,23.38,83.7,4.65,2.92
2017-12-18,24.36,84.82,4.7604,1.16
2017-12-19,23.48,87.08,4.9452,1.99
2017-12-20,23.12,87.38,4.9234,2.11
2017-12-21,22.37,93.42,2.603,2.96
2017-12-22,24.16,92.8,1.3042,8.02
2017-12-23,23.65,91.97,4.7918,3.26
2017-12-24,24.33,88.06,4.3176,2.43
2017-12-25,24.19,84.37,5.7516,2.33
2017-12-26,24.1,88.98,4.5552,2.66
2017-12-27,23.84,89.39,2.7919,2.86
2017-12-28,23.14,87.7,4.4213,2.51
2017-12-29,22.44,90.52,4.7146,2.54
2017-12-30,22.77,84.83,5.0621,2.64
2017-12-31,23.18,89.37,4.3603,2.24
2018-01-01,22.98,94.77,2.0515,2.22
2018-01-02,23.91,91.17,4.7736,3.48
2018-01-03,23.63,88.73,5.1406,2.55
2018-01-04,23.4,86.54,3.7078,2.57
2018-01-05,23.8,88.98,5.2262,2.52
2018-01-06,23.46,86.83,4.8463,2.71
2018-01-07,23.36,90.43,4.9354,1.94
2018-01-08,23.28,88.69,3.6413,2.59
2018-01-09,22.83,89.96,2.6179,2.98
2018-01-10,22.87,91.76,4.5458,2.07
2018-01-11,23.6,85.35,5.5315,2.42
2018-01-12,23.42,85.83,5.3813,2.57
2018-01-13,22.92,90.86,4.2067,2.64
2018-01-14,22.03,90.6,2.2181,2.52
2018-01-15,21.54,91.93,2.55,2.13
2018-01-16,21.17,91.1,1.8466,1.93
2018-01-17,22.79,88.03,4.9759,2.01
2018-01-18,22.08,89.72,4.4088,2.2
2018-01-19,22.26,88.81,4.5662,2.53
2018-01-20,23.34,88.9,4.601,2.24
2018-01-21,22.42,93.99,3.0149,1.76
2018-01-22,22.97,90.07,4.2566,2.43
2018-01-23,22.83,90.45,4.5324,2.2
2018-01-24,23.17,87.91,3.6578,1.9
2018-01-25,23.45,91.57,4.9426,2.0
2018-01-26,23.6,88.65,5.2572,2.53
2018-01-27,23.74,88.48,5.4161,2.01
2018-01-28,24.02,86.12,3.6653,1.98
2018-01-29,23.59,87.97,5.3933,2.41
2018-01-30,22.16,87.27,5.7816,2.94
2018-01-31,21.85,86.45,5.4202,2.77
2018-02-01,22.27,88.1,5.0086,2.38
2018-02-02,22.48,91.73,4.3202,2.07
2018-02-03,23.01,93.02,3.9792,2.25
2018-02-04,23.57,87.54,5.0021,1.79
2018-02-05,22.52,94.54,4.3459,1.81
2018-02-06,23.28,91.88,3.7594,3.4
2018-02-07,23.06,92.39,4.0493,3.36
2018-02-08,22.82,88.77,5.9842,2.36
2018-02-09,22.57,87.49,6.2782,2.05
2018-02-10,23.05,85.95,6.0084,2.18
2018-02-11,23.07,88.69,5.2402,2.33
2018-02-12,23.03,93.53,2.3892,3.28
2018-02-13,22.57,93.23,2.0717,3.02
2018-02-14,23.31,88.05,4.4662,3.65
2018-02-15,24.27,84.58,5.1965,2.27
2018-02-16,23.67,81.74,6.2719,2.14
2018-02-17,23.11,84.82,5.7974,2.45
2018-02-18,22.52,87.54,4.483,2.74
2018-02-19,23.45,85.83,6.1548,3.19
2018-02-20,23.53,83.16,6.7392,2.8
2018-02-21,23.0,86.61,6.7608,3.17
2018-02-22,22.65,86.64,6.3348,3.14
2018-02-23,23.15,88.0,5.6911,3.1
2018-02-24,22.96,90.83,2.8526,2.85
2018-02-25,22.68,92.93,4.553,2.95
2018-02-26,23.54,86.35,5.6707,2.52
2018-02-27,23.85,85.12,5.4948,2.62
2018-02-28,23.61,84.98,4.9582,2.44
2018-03-01,23.64,85.72,5.8274,2.54
2018-03-02,23.74,85.59,5.5058,2.9
2018-03-03,23.59,83.3,6.4018,3.18
2018-03-04,23.23,86.79,5.351,2.78
2018-03-05,22.77,83.58,7.0159,3.08
2018-03-06,23.27,85.81,5.993,2.93
2018-03-07,23.31,85.93,5.1355,3.19
2018-03-08,22.75,84.81,5.9779,2.93
2018-03-09,22.31,84.51,6.1963,3.02
2018-03-10,22.25,83.71,6.1452,3.1
2018-03-11,22.81,86.18,4.4748,3.37
2018-03-12,22.62,84.79,5.3117,3.18
2018-03-13,23.02,87.27,4.0039,3.15
2018-03-14,22.74,84.0,5.9285,2.77
2018-03-15,23.77,81.7,5.3234,1.52
2018-03-16,23.78,80.99,6.1848,1.98
2018-03-17,24.0,88.01,5.5678,2.77
2018-03-18,23.78,85.06,6.5858,2.96
2018-03-19,23.45,85.52,4.2266,2.66
2018-03-20,23.62,84.95,5.4773,2.29
2018-03-21,23.42,86.77,5.8006,2.62
2018-03-22,23.26,85.57,5.8454,2.65
2018-03-23,22.67,86.8,5.8555,2.48
2018-03-24,23.01,87.66,5.5862,3.2
2018-03-25,23.6,85.19,4.9118,3.01
2018-03-26,23.03,89.74,2.8898,3.32
2018-03-27,22.62,85.08,5.3011,2.67
2018-03-28,22.17,86.33,6.6437,2.24
2018-03-29,23.01,86.03,6.1771,2.47
2018-03-30,22.91,84.19,6.8844,2.27
2018-03-31,22.38,88.74,4.051,2.54
2018-04-01,23.23,82.38,6.5786,1.86
2018-04-02,23.61,80.41,6.2419,1.75
2018-04-03,24.2,82.33,7.0171,1.83
2018-04-04,23.92,84.66,6.503,2.1
2018-04-05,23.43,85.67,6.2407,2.89
2018-04-06,22.58,80.6,7.3157,2.41
2018-04-07,23.65,83.41,5.8121,2.15
2018-04-08,24.39,86.42,5.0347,2.47
2018-04-09,24.93,82.16,5.5514,2.5
2018-04-10,24.04,85.32,5.6674,2.72
2018-04-11,24.42,85.35,5.5346,2.73
2018-04-12,24.57,83.74,6.4054,2.61
2018-04-13,24.43,80.8,6.6317,2.79
2018-04-14,24.25,84.19,6.3233,2.99
2018-04-15,24.27,88.13,6.0682,2.96
2018-04-16,24.27,87.51,5.8836,2.66
2018-04-17,24.75,85.41,5.4636,2.47
2018-04-18,23.92,91.26,4.6582,2.14
2018-04-19,24.78,83.73,6.4718,2.31
2018-04-20,24.55,83.34,5.0194,2.27
2018-04-21,24.96,84.06,6.5414,2.22
2018-04-22,24.95,81.29,6.8938,2.07
2018-04-23,24.32,84.09,6.899,2.47
2018-04-24,24.78,80.61,6.9626,2.24
2018-04-25,24.8,82.67,6.762,2.16
2018-04-26,24.9,83.49,5.9738,2.06
2018-04-27,24.87,84.98,5.6753,2.16
2018-04-28,25.0,83.02,6.6566,2.22
2018-04-29,24.95,77.27,7.027,1.79
2018-04-30,25.04,76.6,6.6526,1.52
2018-05-01,24.55,84.15,5.0513,1.87
2018-05-02,24.1,85.33,5.0486,1.74
2018-05-03,24.38,86.53,3.7793,1.15
2018-05-04,24.59,86.19,5.4984,1.19
2018-05-05,24.64,86.26,4.805,1.56
2018-05-06,25.15,81.32,7.0231,1.91
2018-05-07,25.28,76.97,6.5117,1.63
2018-05-08,24.7,83.25,6.2782,1.5
2018-05-09,24.72,79.65,6.4901,1.75
2018-05-10,24.64,78.97,7.1004,1.67
2018-05-11,25.02,80.09,6.7966,2.07
2018-05-12,25.31,80.82,6.4258,2.19
2018-05-13,25.95,76.07,6.1546,1.34
2018-05-14,25.37,83.5,5.7334,1.53
2018-05-15,25.24,81.63,5.7862,1.02
2018-05-16,25.19,83.34,5.2934,1.2
2018-05-17,25.13,82.14,5.8068,1.18
2018-05-18,24.76,84.55,5.1876,1.51
2018-05-19,25.31,80.1,6.1855,1.44
2018-05-20,25.4,80.49,5.4163,0.98
2018-05-21,25.16,82.0,6.4507,0.81
2018-05-22,25.71,77.59,6.4752,1.18
2018-05-23,25.59,77.81,6.1279,1.78
2018-05-24,25.26,83.14,5.9177,1.96
2018-05-25,25.13,82.22,5.1211,1.89
2018-05-26,25.28,80.37,6.7219,2.11
2018-05-27,25.39,82.14,5.9561,2.65
2018-05-28,24.74,83.94,5.8946,2.36
2018-05-29,24.55,82.54,5.4665,2.25
2018-05-30,24.32,86.59,3.9605,2.23
2018-05-31,24.62,86.36,5.3688,1.82
2018-06-01,23.71,93.15,5.2222,2.39
2018-06-02,22.85,93.18,2.7775,3.06
2018-06-03,22.16,89.79,4.6798,2.45
2018-06-04,24.05,83.58,5.165,2.13
2018-06-05,22.95,93.98,2.364,2.72
2018-06-06,22.59,91.39,3.0,3.65
2018-06-07,24.04,84.33,5.9573,3.32
2018-06-08,24.83,82.96,5.011,2.68
2018-06-09,25.24,79.23,5.2363,2.21
2018-06-10,25.6,75.75,4.8247,1.99
2018-06-11,25.54,78.36,5.471,1.47
2018-06-12,24.81,82.29,6.0449,1.14
2018-06-13,24.18,85.34,5.6093,1.34
2018-06-14,24.27,84.38,5.4814,1.13
2018-06-15,25.54,79.62,5.4962,1.04
2018-06-16,23.19,87.2,6.0535,1.71
2018-06-17,23.73,84.28,5.3808,1.67
2018-06-18,24.24,82.92,5.3806,1.41
2018-06-19,24.18,84.55,5.5538,1.74
2018-06-20,24.51,81.9,4.5545,0.98
2018-06-21,24.14,84.8,4.3366,0.67
2018-06-22,24.09,83.52,5.4811,0.89
2018-06-23,23.53,89.71,5.4048,1.11
2018-06-24,24.53,87.03,6.3149,1.0
2018-06-25,24.81,81.14,4.9978,1.56
2018-06-26,24.68,82.0,5.6974,0.89
2018-06-27,25.02,79.66,5.4442,1.18
2018-06-28,23.91,87.55,6.0497,1.64
2018-06-29,24.41,83.49,5.6966,1.99
2018-06-30,24.52,86.35,4.8406,1.64
2018-07-01,23.59,88.12,5.43,1.09
2018-07-02,23.69,86.59,4.8173,1.42
2018-07-03,23.2,90.86,4.915,1.51
2018-07-04,22.94,94.61,4.8943,2.0
2018-07-05,23.28,88.31,4.4765,2.07
2018-07-06,24.02,87.02,5.2915,1.85
2018-07-07,24.04,87.04,5.2274,2.26
2018-07-08,24.45,83.63,5.729,1.86
2018-07-09,24.57,81.83,5.695,1.82
2018-07-10,24.26,82.35,4.6289,1.77
2018-07-11,23.68,85.49,5.5793,1.97
2018-07-12,22.29,92.46,2.1562,3.38
2018-07-13,22.88,87.99,4.464,2.0
2018-07-14,24.41,84.52,4.6001,2.24
2018-07-15,23.34,89.04,4.0111,2.72
2018-07-16,23.33,85.57,3.5412,2.91
2018-07-17,23.68,83.28,4.5312,2.97
2018-07-18,24.74,78.35,5.9731,2.22
2018-07-19,25.04,82.49,4.8866,2.15
2018-07-20,25.12,82.61,5.8375,1.95
2018-07-21,24.43,84.45,5.5406,1.89
2018-07-22,23.91,87.22,4.4369,2.19
2018-07-23,22.74,88.33,3.8148,2.95
2018-07-24,23.84,84.7,5.4967,3.02
2018-07-25,24.14,87.39,5.8502,3.09
2018-07-26,24.29,86.48,5.9827,2.32
2018-07-27,24.81,84.0,6.3319,2.21
2018-07-28,25.06,81.52,6.1416,1.91
2018-07-29,24.91,85.08,5.6503,1.89
2018-07-30,24.05,88.49,5.5771,1.69
2018-07-31,24.71,83.58,5.1569,1.81
2018-08-01,23.93,87.95,4.891,1.87
2018-08-02,23.35,89.65,4.2029,2.58
2018-08-03,22.87,89.45,4.2787,2.57
2018-08-04,22.9,87.62,5.0138,2.55
2018-08-05,23.71,83.69,4.8233,2.38
2018-08-06,23.51,86.36,4.2802,2.64
2018-08-07,23.78,83.02,5.4662,2.73
2018-08-08,23.92,81.58,5.364,2.06
2018-08-09,23.87,83.6,5.8462,1.83
2018-08-10,23.96,81.56,5.4773,1.94
2018-08-11,23.83,83.64,5.0686,2.21
2018-08-12,24.21,79.56,6.0228,2.97
2018-08-13,24.19,79.55,6.1658,2.36
2018-08-14,23.19,78.16,6.2558,2.87
2018-08-15,24.28,75.46,6.3636,2.07
2018-08-16,23.54,85.44,3.5825,2.61
2018-08-17,23.4,87.66,3.5765,2.68
2018-08-18,24.5,83.3,5.5282,1.97
2018-08-19,23.94,85.57,4.5062,1.83
2018-08-20,24.8,82.82,6.1726,1.72
2018-08-21,24.71,85.75,5.5858,1.86
2018-08-22,24.33,85.11,5.189,1.66
2018-08-23,24.84,81.73,5.5291,1.76
2018-08-24,23.97,87.42,5.2334,1.55
2018-08-25,22.85,87.55,4.2931,1.5
2018-08-26,24.03,79.45,5.8565,1.59
2018-08-27,23.0,89.02,5.5766,1.3
2018-08-28,23.9,78.28,6.3413,1.42
2018-08-29,23.67,84.65,6.2095,1.7
2018-08-30,23.37,88.64,4.0644,2.38
2018-08-31,22.08,88.22,3.7133,2.77
2018-09-01,23.78,81.39,5.5034,2.44
2018-09-02,23.77,85.21,5.9642,2.78
2018-09-03,22.85,85.13,4.812,2.65
2018-09-04,22.16,88.51,4.2305,2.72
2018-09-05,22.84,85.94,5.2061,3.18
2018-09-06,24.3,83.24,5.4806,2.55
2018-09-07,25.02,81.49,5.8351,1.6
2018-09-08,23.92,86.19,5.0357,1.52
2018-09-09,24.38,81.75,5.9947,1.64
2018-09-10,24.62,84.1,5.9316,1.92
2018-09-11,23.25,89.64,5.6194,2.53
2018-09-12,22.81,91.61,3.8306,3.45
2018-09-13,23.13,89.16,3.0235,4.54
2018-09-14,23.2,89.11,3.1279,4.18
2018-09-15,24.32,82.18,5.9623,3.01
2018-09-16,24.13,82.55,5.2913,1.36
2018-09-17,23.58,88.71,5.3383,1.98
2018-09-18,23.93,88.16,5.9897,1.91
2018-09-19,24.65,86.81,6.0926,1.56
2018-09-20,24.05,83.9,2.107,1.69
2018-09-21,23.18,87.68,5.0686,2.28
2018-09-22,23.12,92.98,5.2522,2.43
2018-09-23,22.87,89.53,5.5207,1.95
2018-09-24,23.36,87.84,6.031,2.64
2018-09-25,24.16,86.33,6.216,3.07
2018-09-26,24.28,88.83,5.1154,3.28
2018-09-27,24.34,86.98,4.9054,2.71
2018-09-28,24.44,82.91,5.8457,1.82
2018-09-29,24.9,82.79,5.9014,1.59
2018-09-30,25.19,82.67,5.9662,1.66
2018-10-01,24.28,87.42,5.4038,1.84
2018-10-02,23.82,87.37,6.0262,1.6
2018-10-03,24.1,84.72,5.225,1.29
2018-10-04,23.27,91.06,5.1204,1.48
2018-10-05,24.82,82.49,6.203,1.09
2018-10-06,24.35,84.43,5.7494,1.4
2018-10-07,24.87,83.19,6.3631,2.13
2018-10-08,24.97,83.17,6.1344,2.01
2018-10-09,25.21,81.05,6.2261,1.88
2018-10-10,25.07,80.79,6.6098,1.82
2018-10-11,24.69,79.93,6.8062,2.32
2018-10-12,24.53,85.27,5.6702,2.42
2018-10-13,24.17,87.4,5.6794,2.14
2018-10-14,24.6,81.26,5.4876,1.59
2018-10-15,23.21,85.87,5.5553,1.7
2018-10-16,24.19,81.8,4.9138,0.87
2018-10-17,23.82,85.88,5.64,1.55
2018-10-18,23.99,84.28,5.7377,1.58
2018-10-19,24.11,82.91,5.6458,1.66
2018-10-20,24.14,84.21,5.147,1.67
2018-10-21,24.39,86.03,5.4842,1.68
2018-10-22,23.37,87.44,5.4266,1.26
2018-10-23,23.74,79.0,6.1558,1.56
2018-10-24,23.66,85.14,5.2368,2.14
2018-10-25,23.34,84.6,5.9414,2.23
2018-10-26,23.48,85.47,5.5061,1.95
2018-10-27,23.42,85.84,6.198,2.58
2018-10-28,23.42,83.63,6.2302,2.58
2018-10-29,24.77,81.12,5.9988,2.06
2018-10-30,25.42,78.39,5.5702,1.9
2018-10-31,24.76,85.86,5.0486,1.63
2018-11-01,25.18,81.44,5.9213,2.44
2018-11-02,24.89,84.41,5.8774,2.85
2018-11-03,24.5,88.59,4.4863,2.32
2018-11-04,24.39,87.87,4.0409,2.36
2018-11-05,23.75,87.64,3.6612,2.65
2018-11-06,23.51,86.14,5.0242,2.81
2018-11-07,23.99,87.9,4.6114,2.94
2018-11-08,23.81,85.27,6.0358,2.94
2018-11-09,24.16,86.31,5.677,3.16
2018-11-10,23.25,91.72,4.1405,2.51
2018-11-11,24.01,88.89,4.6747,2.7
2018-11-12,23.48,88.67,1.554,2.41
2018-11-13,23.89,87.5,4.4482,1.81
2018-11-14,23.44,93.93,4.9711,1.62
2018-11-15,24.05,87.29,5.1331,2.16
2018-11-16,23.96,84.4,5.9244,2.53
2018-11-17,23.17,85.68,5.046,2.85
2018-11-18,22.72,85.77,4.5614,2.63
2018-11-19,22.17,89.84,1.5912,2.6
2018-11-20,22.43,96.5,2.6251,4.33
2018-11-21,24.26,86.49,4.5636,1.69
2018-11-22,24.5,83.84,5.6026,1.66
2018-11-23,23.74,86.87,5.298,1.88
2018-11-24,22.68,85.12,5.6724,2.01
2018-11-25,23.3,84.69,5.6479,2.32
2018-11-26,23.06,86.81,5.2272,2.43
2018-11-27,23.78,86.67,4.5413,2.47
2018-11-28,23.75,86.08,5.2987,2.74
2018-11-29,23.72,84.17,5.8762,2.8
2018-11-30,23.31,84.98,5.033,3.13
2018-12-01,23.49,89.0,4.4616,3.0
2018-12-02,23.95,86.53,4.4453,3.09
2018-12-03,23.63,80.88,5.5433,2.36
2018-12-04,23.44,86.17,4.9625,3.04
2018-12-05,23.96,87.11,5.1838,2.91
2018-12-06,23.8,87.86,4.8758,3.17
2018-12-07,24.23,85.87,5.0446,3.51
2018-12-08,24.11,85.18,4.3987,3.37
2018-12-09,23.76,84.77,4.8874,3.21
2018-12-10,23.36,84.02,5.6683,2.92
2018-12-11,23.55,85.78,5.1646,3.09
2018-12-12,23.17,84.91,4.4042,2.73
2018-12-13,23.71,86.08,5.3777,3.02
2018-12-14,24.12,87.31,5.1286,3.18
2018-12-15,24.37,85.12,5.6146,3.24
2018-12-16,23.76,85.46,5.0573,3.07
2018-12-17,23.33,83.79,4.5062,2.51
2018-12-18,23.16,90.47,3.8933,3.01
2018-12-19,23.04,92.66,3.2225,2.9
2018-12-20,23.48,95.4,2.2711,2.64
2018-12-21,23.07,88.72,4.0428,2.43
2018-12-22,23.08,90.51,3.2688,1.9
2018-12-23,22.82,93.97,3.3485,1.79
2018-12-24,22.81,92.57,3.847,1.77
2018-12-25,23.18,87.06,4.1258,1.69
2018-12-26,22.73,88.51,4.6632,2.12
2018-12-27,22.44,89.75,3.8472,3.71
2018-12-28,22.58,94.27,2.1718,5.28
2018-12-29,24.0,88.17,4.2247,2.24
2018-12-30,24.09,86.31,4.8746,3.23
2018-12-31,23.91,85.01,5.4521,2.73
2019-01-01,23.83,85.95,5.4046,3.54
2019-01-02,23.83,85.9,5.0057,3.56
2019-01-03,22.68,84.26,5.0618,3.63
2019-01-04,22.49,88.3,4.7803,3.33
2019-01-05,23.43,86.39,3.9341,3.78
2019-01-06,23.01,85.29,4.8211,3.48
2019-01-07,21.82,83.49,5.7329,2.86
2019-01-08,21.66,83.76,5.9206,3.66
2019-01-09,21.55,84.46,5.3935,3.67
2019-01-10,23.05,85.97,3.5957,3.32
2019-01-11,22.27,92.58,1.1215,3.48
2019-01-12,22.67,89.62,3.714,2.39
2019-01-13,23.18,86.01,4.1621,3.38
2019-01-14,22.42,84.75,4.6745,3.64
2019-01-15,21.87,83.97,5.2018,3.91
2019-01-16,22.0,89.92,4.0246,3.64
2019-01-17,22.32,84.4,4.4453,3.23
2019-01-18,21.64,83.97,4.2754,3.33
2019-01-19,22.1,89.05,3.6994,2.76
2019-01-20,22.6,96.67,1.3128,3.49
2019-01-21,23.0,92.56,3.7042,2.02
2019-01-22,22.74,92.22,4.303,1.99
2019-01-23,23.31,94.3,3.642,1.91
2019-01-24,24.24,84.0,4.4978,2.32
2019-01-25,23.97,86.41,5.0825,3.01
2019-01-26,22.83,92.11,1.2893,4.48
2019-01-27,21.33,90.02,4.0562,4.26
2019-01-28,21.2,87.66,4.2929,3.52
2019-01-29,21.15,85.28,3.6125,3.26
2019-01-30,21.84,89.25,3.6125,2.86
2019-01-31,22.63,88.26,4.1446,3.09
2019-02-01,21.18,87.3,4.8343,3.41
2019-02-02,22.05,85.68,6.2525,3.35
2019-02-03,22.49,85.29,4.2809,3.17
2019-02-04,22.74,90.15,3.4474,3.25
2019-02-05,22.58,88.3,5.22,2.6
2019-02-06,22.25,84.81,5.3786,2.9
2019-02-07,21.7,82.13,6.097,2.55
2019-02-08,22.61,83.07,6.2462,2.96
2019-02-09,22.57,84.13,4.6279,2.86
2019-02-10,22.66,82.46,6.0614,3.66
2019-02-11,22.36,83.32,6.3905,4.18
2019-02-12,20.79,80.1,6.5206,4.13
2019-02-13,21.13,80.33,6.4726,3.21
2019-02-14,21.57,80.82,6.3094,3.18
2019-02-15,21.53,82.33,6.0247,3.62
2019-02-16,21.97,88.87,4.5886,3.47
2019-02-17,21.97,81.55,6.5887,3.38
2019-02-18,21.92,80.79,6.8525,3.24
2019-02-19,22.41,82.23,5.322,3.59
2019-02-20,21.81,78.73,7.0262,3.71
2019-02-21,21.78,79.23,6.1298,2.79
2019-02-22,22.2,79.42,6.5542,2.6
2019-02-23,22.61,79.11,6.6288,2.72
2019-02-24,22.02,78.17,6.5206,2.72
2019-02-25,21.84,76.21,6.8858,2.22
2019-02-26,21.61,76.38,7.1146,2.52
2019-02-27,21.49,74.24,7.2444,2.51
2019-02-28,22.53,79.08,6.7714,2.49
2019-03-01,23.47,82.39,4.4328,3.43
2019-03-02,23.5,81.82,5.1139,3.0
2019-03-03,24.27,80.77,6.3334,1.9
2019-03-04,24.02,73.7,6.4937,2.89
2019-03-05,24.31,79.72,4.7609,3.56
2019-03-06,23.29,79.32,6.8566,3.25
2019-03-07,23.43,81.83,4.4808,3.21
2019-03-08,23.31,75.6,6.1546,2.44
2019-03-09,23.77,77.22,6.2443,2.45
2019-03-10,23.77,77.14,6.1918,2.02
2019-03-11,23.32,76.91,6.012,2.06
2019-03-12,23.93,78.18,5.7509,2.37
2019-03-13,23.05,76.73,6.7762,3.0
2019-03-14,22.94,80.43,5.3402,3.0
2019-03-15,23.6,79.05,6.4577,3.26
2019-03-16,23.18,78.68,6.9293,3.5
2019-03-17,23.53,81.33,5.2207,3.68
2019-03-18,23.47,84.97,3.9926,3.58
2019-03-19,22.94,89.37,2.1439,3.57
2019-03-20,24.01,80.74,5.0172,3.78
2019-03-21,23.56,79.59,7.3318,2.9
2019-03-22,24.1,77.4,6.9276,2.32
2019-03-23,24.02,77.83,7.2655,2.55
2019-03-24,23.66,77.72,6.9859,3.54
2019-03-25,22.64,76.22,6.8213,2.57
2019-03-26,23.47,74.61,7.1088,2.21
2019-03-27,24.24,83.47,3.6778,2.65
2019-03-28,23.77,84.58,5.5399,2.91
2019-03-29,23.25,78.61,6.1781,2.06
2019-03-30,22.86,74.95,6.9905,2.52
2019-03-31,22.71,75.34,7.2062,3.0
2019-04-01,23.11,79.9,5.3436,2.95
2019-04-02,24.08,75.47,5.9282,3.23
2019-04-03,23.58,78.61,5.808,2.51
2019-04-04,24.14,75.97,6.7085,2.46
